FireShape_FireNumber,FireShape_Year,FireShape_Spread1,FireShape_Spread2,FireShape_Spread3,FireShape_Spread4,SIZE_CLASS,FIRE_ORIGIN,GENERAL_CAUSE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,INITIAL_ACTION_BY
EWF055,2014,327.1919375,127.4073438,307.3399883,119.4800289,C,Provincial Land,Lightning,Surface,Middle 1/3,Clear,30,20,N,15,HAC1R
EWF056,2021,372.7448161,107.2432934,236.5107015,74.42249389,C,Private Land,Lightning,Surface,Upper 1/3,Cloudy,28,28,NW,10,HAC
EWF057,2007,215.099759,111.3761605,181.8147847,103.7660922,C,Provincial Land,Lightning,Surface,Flat,Clear,28,30,NW,5,HAC1H
EWF057,2020,192.510074,56.98941969,95.02464802,77.04470322,B,Provincial Land,Undetermined,Surface,Lower 1/3,Clear,16,55,W,1,FPD Staff
EWF061,2015,1607.343339,197.954672,1084.507316,8.264075471,D,Provincial Land,Lightning,Surface,Flat,Clear,26,30,W,30,RAP
EWF061,2024,770.6169406,366.3036468,730.1496019,173.6222924,D,Provincial Land,Lightning,Crown,Flat,Clear,32,17,W,5,HAC
EWF062,2015,1096.976413,316.6520384,978.0657401,441.0660346,D,Provincial Land,Lightning,Surface,Lower 1/3,Clear,28,31,W,15,HAC
EWF062,2016,181.3092807,88.89927205,117.9393565,79.28825664,B,Provincial Land,Lightning,Crown,Bottom,CB Wet,26,52,NE,2,RAP
EWF062,2017,222.4834565,40.75293958,147.2359566,14.16314289,B,Provincial Land,Undetermined,Surface,Flat,Cloudy,30,52,E,21,HAC
EWF063,2009,229.5958411,64.19391477,220.1258571,4.131684388,C,Provincial Land,Lightning,Surface,Flat,Cloudy,27,30,E,10,HAC1R
EWF065,2018,123.4232826,65.68706844,83.67521829,78.10417502,B,Provincial Land,Lightning,Surface,Flat,Cloudy,14,91,SW,10,HAC
EWF066,2021,174.9749121,14.45941714,141.337187,43.27604839,B,Provincial Park,Undetermined,Surface,Flat,Cloudy,20.7,37,SW,12,HAC
EWF067,2025,172.5343822,76.93320318,158.8373895,68.51865855,B,Provincial Land,Lightning,Crown,Flat,Clear,27,27,E,5,FPD Staff
EWF071,2021,47.08801011,35.54920535,40.68646368,33.60130463,B,Provincial Land,Lightning,Crown,Lower 1/3,CB Wet,24,50,CLM,0,HAC
EWF072,2017,594.1322454,116.1124658,251.3355316,202.3845776,C,Provincial Land,Lightning,Surface,Middle 1/3,Cloudy,16,36,W,17,Air Tanker
EWF072,2024,333.4721789,137.8750286,275.2091464,126.481126,C,Provincial Land,Lightning,Surface,Flat,CB Dry,33,35,NE,15,HAC
EWF074,2024,235.3141517,121.7214145,151.5601995,113.7907402,C,Provincial Land,Lightning,Surface,Upper 1/3,CB Dry,27,48,SE,20,HAC
EWF075,2009,1167.882366,277.7895787,952.0520116,430.3676096,D,Provincial Land,Lightning,Crown,Flat,Clear,25,30,W,10,HAC1R
EWF075,2021,1674.651148,90.6620893,1161.150489,347.0600415,D,Provincial Land,Under Investigation,Surface,Flat,Clear,29,27,NW,20,HAC
EWF076,2023,776.0312105,377.7926746,439.3802905,376.3417332,D,Provincial Land,Lightning,Surface,Flat,CB Dry,31,56,SE,4,HAC
EWF080,2006,1293.511725,283.3761596,1129.589866,,D,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,9,65,E,60,HAC1H
EWF080,2024,1052.052932,287.6407798,676.573674,113.0590748,D,Provincial Park,Lightning,Surface,Upper 1/3,Clear,26,28,N,5,HAC
EWF081,2024,291.1769887,106.5439502,232.9686151,100.8679518,C,Provincial Land,Lightning,Surface,Middle 1/3,CB Dry,28,42,E,15,HAC
EWF082,2006,134.9631501,70.60453369,115.4856526,75.87358703,B,Provincial Land,Lightning,Surface,Flat,Rainshowers,10,60,SE,10,HAC1R
EWF083,2015,72.31291582,50.06685102,71.1107056,39.46219064,B,Provincial Land,Lightning,Surface,Flat,Cloudy,26,60,CLM,0,UNIT
EWF084,2009,181.4608476,76.463919,106.0863409,115.4500937,C,Provincial Land,Lightning,Surface,Flat,Cloudy,19,30,W,2,HAC1R
EWF084,2024,79.04348797,41.72007725,68.18036814,44.90693279,B,Provincial Land,Under Investigation,Surface,Flat,Clear,33,22,E,25,HAC
EWF086,2021,121.523371,81.00025136,73.53390092,66.65334015,B,Provincial Land,Lightning,Crown,Flat,Clear,24.5,57,S,5,Air Tanker
EWF090,2016,206.1904663,40.1431929,172.9721715,50.45677897,B,Provincial Land,Forest Industry,Surface,Upper 1/3,Clear,5,40,W,10,Industry
EWF092,2006,1659.103707,181.2476038,911.3577857,176.1329427,D,Provincial Park,Other Industry,Surface,Bottom,Cloudy,12,30,SW,10,HAC1R
EWF093,2021,702.8607186,265.6296546,381.0792174,270.0122155,D,Provincial Land,Lightning,Crown,Bottom,Clear,26,32,NW,8,FPD Staff
EWF094,2021,96.65993162,40.571196,71.41758225,32.41950057,B,Provincial Land,Lightning,Surface,Flat,Clear,26,32,NW,8,HAC
EWF094,2024,39.44404415,27.21655686,28.25588437,23.94851099,B,Provincial Land,Undetermined,Surface,Flat,Clear,23,57,NE,8,HAC
EWF096,2021,190.5361422,148.5419656,152.317028,133.2136081,C,Provincial Land,Lightning,Crown,Flat,Cloudy,20,35,N,3,HAC
EWF096,2022,404.8883724,107.0600605,141.4857513,94.64398208,C,Provincial Land,Undetermined,Surface,Flat,Clear,22,25,SW,12,FPD Staff
EWF096,2024,256.4353189,177.5943311,213.6529197,132.9943901,C,Provincial Land,Lightning,Surface,Middle 1/3,Clear,25,40,W,40,HAC
EWF098,2022,174.6428982,97.94547306,114.452933,88.84176912,C,Provincial Land,Undetermined,Surface,,,,,,,FPD Staff
EWF104,2021,117.2769561,58.77102088,82.74297251,69.430848,B,Provincial Land,Lightning,Crown,Flat,Clear,29,25,CLM,0,HAC
EWF105,2021,115.5051462,60.09619947,94.67846784,46.38766307,B,Provincial Land,Lightning,Surface,Flat,Cloudy,31,23,NE,4,HAC
EWF107,2006,145.9805857,66.46054557,121.4739818,65.18914625,B,Provincial Land,Lightning,Crown,Flat,Clear,25,30,W,10,HAC1H
EWF110,2015,329.5779668,10.50650373,254.2783413,26.2800946,B,Provincial Land,Incendiary,Ground,Flat,Cloudy,23,24,W,10,Fire Department
EWF116,2015,208.1558016,51.65462162,154.4061494,11.83218523,B,Provincial Land,Incendiary,Surface,Middle 1/3,Cloudy,8,32,S,10,Industry
EWF117,2015,146.0625684,75.77166023,123.1426103,89.44703506,B,Provincial Land,Incendiary,Ground,Lower 1/3,Cloudy,10,46,SE,11,FPD Staff
EWF129,2006,463.1811302,27.28456351,236.5472895,,B,Private Land,Railroad,Surface,Upper 1/3,Clear,24,15,NW,5,HAC1H
EWF132,2006,207.5720937,16.80531684,205.9354462,8.691208614,B,Private Land,Railroad,Surface,Upper 1/3,Clear,24,15,NW,5,HAC1H
EWF139,2010,84.11533368,46.77839462,58.63025133,41.08730099,B,Provincial Land,Railroad,Surface,Flat,Clear,22,35,CLM,0,Fire Department
EWF141,2010,166.6014416,49.15488075,155.9668036,41.54059366,B,Provincial Land,Resident,Surface,Flat,Clear,24,19,W,5,Fire Department
EWF146,2006,95.17503797,80.13561757,57.54015643,60.12560021,B,Provincial Land,Lightning,Ground,Flat,CB Wet,21,65,E,6,HAC1H
EWF147,2006,367.1700012,92.22645138,177.5021451,133.26647,C,Provincial Land,Lightning,Surface,Flat,CB Dry,23,60,N,6,Air Tanker
EWF169,2006,351.247604,184.2884906,256.6399972,223.1992307,C,Provincial Land,Lightning,Crown,Flat,Clear,30,29,NE,4,HAC1H
EWF176,2006,982.3741091,801.0137616,876.5157697,671.6372761,D,Provincial Land,Lightning,Crown,Flat,Cloudy,26,25,E,10,Air Tanker
EWF181,2006,59.68987424,33.39100998,48.1363402,30.73716213,B,Provincial Land,Lightning,Surface,Flat,Clear,28,30,NW,15,HAC1H
EWF184,2006,299.3265674,151.5263342,202.816899,130.736431,C,Provincial Land,Lightning,Crown,Flat,Cloudy,24,30,NW,10,HAC1H
EWF186,2006,221.8287509,113.9033664,168.9504055,98.25868435,C,Provincial Land,Lightning,Crown,Flat,Clear,30,27,NW,6,HAC1H
EWF248,2006,103.0905541,28.11122632,98.24361209,42.25072437,B,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,11,49,N,9,FPD Staff
GWF001,2008,200.3457921,80.92042613,126.5277791,,B,Provincial Land,Undetermined,Surface,Flat,Cloudy,4,45,CLM,0,FPD Staff
GWF002,2015,246.1697466,126.8556085,222.9421821,131.4453959,C,Private Land,Resident,Surface,Flat,Clear,13,16,NW,4,Land Owner
GWF002,2021,184.0470802,62.85732379,149.0689615,77.11395759,C,Private Land,Undetermined,Ground,Flat,Clear,5,30,W,10,Fire Department
GWF003,2014,325.1603944,177.6779343,261.0364018,188.1745906,C,Private Land,Agriculture Industry,Surface,Flat,Cloudy,13,38,E,10,Land Owner
GWF003,2016,141.9255977,75.59750282,95.63678224,49.61344147,B,Private Land,Power Line Industry,Surface,Middle 1/3,Cloudy,14,30,S,7,Fire Department
GWF003,2024,1487.097233,233.3337056,1387.812126,499.4832861,D,Private Land,Resident,Ground,Middle 1/3,Cloudy,6,47,SW,11,Fire Department
GWF004,2014,176.2698588,81.87600869,140.2717049,74.01109016,B,Private Land,Recreation,Surface,Bottom,Clear,11.5,28,W,13,Fire Department
GWF006,2013,224.782897,145.1081484,163.5008507,106.0793491,C,Private Land,Agriculture Industry,Surface,Flat,Clear,21,29,NW,15,Land Owner
GWF006,2015,263.1976544,63.32616586,234.4938326,68.03933055,C,Provincial Land,Recreation,Surface,Lower 1/3,Clear,5,73,CLM,0,HAC
GWF006,2023,576.2313299,433.34805,414.8830402,338.2835793,D,Private Land,Resident,Surface,Flat,Cloudy,11,36,SE,30,Fire Department
GWF006,2025,99.3246989,39.71443029,88.38673437,40.54619017,B,Private Land,Undetermined,Surface,Flat,Clear,21,25,W,22,Public
GWF007,2007,177.5873402,39.89725072,126.3958869,30.04415994,B,Indian Reservation,Incendiary,Surface,Bottom,Cloudy,8,40,W,15,HAC1H
GWF007,2025,225.2432683,35.99165523,161.2773346,6.895667743,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Cloudy,12,19,SW,24,Industry
GWF008,2010,214.7735165,,75.68230303,36.48890452,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Clear,8,58,SE,5,Industry
GWF008,2014,418.9974566,214.2282957,290.1226206,345.8763467,C,Private Land,Resident,Surface,Flat,Clear,21,24,W,6,Land Owner
GWF008,2022,120.811052,92.29601577,89.05150939,81.7761518,B,Provincial Land,Lightning,Surface,Upper 1/3,Clear,20,20,N,20,HAC
GWF009,2023,106.0333594,52.85177971,62.14099709,39.25305599,B,Private Land,Resident,Surface,Flat,Clear,10,41,W,20,Fire Department
GWF010,2018,115.2480257,66.46207855,65.70563926,57.79365764,B,Indian Reservation,Resident,Surface,Flat,Clear,25,30,CLM,0,HAC
GWF010,2020,273.8449626,100.3892008,184.5464786,100.1113481,C,Private Land,Incendiary,Surface,Flat,Cloudy,13,45,NW,10,FTAC
GWF010,2021,159.5015746,59.26917136,94.94236022,54.66395055,B,Private Land,Resident,Surface,Flat,Rainshowers,5,90,E,10,Fire Department
GWF011,2008,652.8853222,225.0555234,245.5653809,288.0381321,C,Private Land,Resident,Ground,Flat,Cloudy,6,75,W,15,Fire Department
GWF011,2020,81.84586621,39.14809945,45.97923008,35.71559891,B,Provincial Land,Oil & Gas Industry,Ground,Lower 1/3,Clear,20.7,28,NE,4,Industry
GWF011,2021,78.00266201,65.58753075,53.08681531,63.06885936,B,Private Land,Resident,Surface,Flat,Clear,10,35,SE,2,Land Owner
GWF012,2008,272.2388479,205.9859752,127.2414597,165.8938584,C,Private Land,Resident,Ground,Flat,Cloudy,12,31,W,24,Fire Department
GWF012,2010,434.9403726,308.7316051,262.4944115,207.863546,C,Private Land,Resident,Surface,Flat,CB Dry,11,45,SW,10,Land Owner
GWF012,2023,268.7586847,33.88565199,148.150614,41.38664725,B,Provincial Land,Oil & Gas Industry,Ground,Flat,Clear,10,47,SE,5,Industry
GWF013,2009,465.2666231,186.349698,371.663706,161.0370583,C,Provincial Land,Recreation,Surface,Flat,Clear,19,28,E,12,FPD Staff
GWF013,2010,136.3977806,28.62422829,92.72969904,30.65168065,B,Private Land,Resident,Surface,Flat,Cloudy,5,35,NW,9,Land Owner
GWF013,2014,379.1226609,229.6176805,300.0228012,186.4443458,C,Private Land,Agriculture Industry,Surface,Flat,Cloudy,19,37,N,15,Land Owner
GWF014,2015,801.4158568,202.3765683,659.8233968,210.0809609,D,Private Land,Resident,Ground,Flat,Clear,13,32,S,10,Land Owner
GWF014,2021,100.2085041,63.033364,68.76905638,88.25895349,B,Provincial Land,Recreation,Ground,Flat,Clear,13,26,CLM,0,HAC
GWF014,2023,411.1249777,220.927806,236.6233539,208.5007174,C,Private Land,Agriculture Industry,Surface,Flat,Clear,24,30,E,10,Land Owner
GWF014,2025,131.6466513,50.91784911,70.12477676,52.37342064,B,Provincial Land,Power Line Industry,Surface,Flat,Cloudy,13,25,W,8,UNIT
GWF015,2010,553.1492612,211.4444472,360.3446154,243.5475242,C,Indian Reservation,Resident,Surface,Flat,Clear,14,23,N,10,Fire Department
GWF015,2015,141.729499,47.53833386,96.1263758,35.48922193,B,Provincial Land,Resident,Surface,Flat,Clear,21,18,SE,5,HAC
GWF015,2016,427.4627019,121.7682202,294.6740314,73.18183399,C,Provincial Land,Other Industry,Ground,Middle 1/3,Clear,15.7,35,W,5,Industry
GWF015,2023,245.1810492,155.7964953,128.2026972,168.0063891,C,Provincial Land,Oil & Gas Industry,Surface,Flat,Clear,11,29,NW,8,Industry
GWF016,2009,,52.52289391,124.5971307,55.11518393,B,Private Land,Resident,Surface,Bottom,Clear,10,40,W,15,Land Owner
GWF017,2023,8814.20771,1595.689767,5689.102495,3156.11715,E,Indian Reservation,Under Investigation,Surface,Flat,Clear,29.1,16,SW,20,HAC
GWF017,2024,120.1455476,91.68404678,92.29964415,65.05506034,B,Private Land,Resident,Surface,Flat,Cloudy,14,20,SW,10,Fire Department
GWF017,2025,119.6836986,48.4400235,78.43946581,57.06405602,B,Private Land,Resident,Surface,Flat,Clear,10,39,NW,20,Fire Department
GWF018,2014,420.1517688,227.7455172,300.4133272,281.9604459,C,Private Land,Agriculture Industry,Surface,Flat,Cloudy,18,35,NW,10,Land Owner
GWF018,2017,106.7038959,61.35052167,70.14818297,70.4266846,B,Provincial Land,Lightning,Crown,Flat,Cloudy,18,70,SW,3,Air Tanker
GWF018,2024,82.16721817,44.02910305,65.87765681,31.96819038,B,Provincial Land,Incendiary,Surface,Flat,Cloudy,13,19,SE,2,HAC
GWF019,2008,204.1283967,11.44549495,96.22339722,49.48573591,B,Indian Reservation,Resident,Surface,Flat,Cloudy,16,25,SW,9,FPD Staff
GWF019,2016,246.1653532,144.5423663,108.3583168,134.5254998,C,Provincial Land,Incendiary,Surface,Flat,Clear,21,26,N,9,HAC
GWF020,2011,239.1761956,53.39417615,148.8674178,68.87886336,B,Provincial Land,Recreation,Surface,Flat,Clear,22,30,E,20,HAC1H
GWF020,2012,168.3306367,86.84990374,52.39227471,2.412838351,B,Provincial Land,Undetermined,Surface,Flat,Clear,15,25,E,6,HAC
GWF020,2016,196.705756,82.23642232,131.5711631,77.90528872,C,Provincial Land,Government,Ground,Flat,Clear,17.2,16,W,10,Fire Department
GWF020,2021,508.6073541,15.94426606,231.8904881,193.7728757,C,Provincial Land,Undetermined,Surface,Flat,Cloudy,19,34,E,16,Industry
GWF022,2015,139.572872,59.45502244,105.6221045,62.33436284,B,Provincial Land,Incendiary,Surface,Flat,Cloudy,26,19,SW,7,FPD Staff
GWF023,2008,300.3863666,,168.8203956,70.709011,B,Provincial Land,Recreation,Surface,Upper 1/3,Cloudy,12,58,NE,8,Public
GWF023,2010,483.4638174,164.1670842,334.2121173,79.05720123,C,Provincial Land,Oil & Gas Industry,Surface,Upper 1/3,Clear,17,23,NE,5,Air Tanker
GWF023,2023,5928.784691,3144.54282,3787.211577,1987.995629,E,,Under Investigation,Surface,Flat,Clear,29,16,SW,20,Air Tanker
GWF024,2021,587.4511662,183.2510501,337.9419557,240.5526444,C,Private Land,Resident,Surface,Flat,Cloudy,17,28,SW,8,Land Owner
GWF026,2009,122.2389884,70.85847923,76.62807652,75.62593062,B,Provincial Land,Lightning,Surface,Flat,Clear,10,20,S,15,HAC1F
GWF026,2018,272.4695037,116.3693464,167.7539247,100.9201442,C,Provincial Land,Lightning,Surface,Upper 1/3,Clear,29,15,E,1,HAC
GWF026,2020,85.30016418,57.7829114,66.01104464,63.69179711,B,Private Land,Resident,Surface,Flat,Clear,22,42,S,15,HAC
GWF026,2024,101.1467182,60.22092394,71.34111416,72.432245,B,Provincial Land,Oil & Gas Industry,Ground,Flat,Clear,19,26,W,20,Industry
GWF027,2009,102.0111033,65.65644945,63.16469595,59.22577175,B,Private Land,Resident,Surface,Flat,CB Dry,19,27,E,10,Land Owner
GWF027,2023,19941.47655,10517.28524,17134.88191,12568.28198,E,Provincial Land,Under Investigation,Surface,Bottom,Cloudy,26,16,E,12,Air Tanker
GWF028,2023,98.94087096,66.23581452,80.62779419,60.04311716,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Clear,25,29,E,4,HAC
GWF029,2024,1394.530877,507.8995309,666.2497047,132.3989357,D,Provincial Land,Oil & Gas Industry,Crown,Flat,Clear,25,20,W,25,Air Tanker
GWF030,2015,202.774291,110.5454908,117.1985254,164.1214994,B,Provincial Land,Lightning,Crown,Flat,Cloudy,18,46,NW,9,HAC
GWF031,2010,251.9426769,109.3675864,190.4354027,108.4702563,C,Private Land,Resident,Surface,Bottom,Cloudy,12,30,N,10,Air Tanker
GWF031,2012,107.6883717,35.40202054,79.81840245,43.02813815,B,Provincial Land,Recreation,Surface,Upper 1/3,Clear,22,24,N,2,HAC
GWF031,2022,286.6906856,53.88227875,202.2425568,52.80245178,C,Private Land,Agriculture Industry,Surface,Flat,Clear,37.5,23,W,10,Fire Department
GWF032,2011,329.7362836,229.3993914,301.2468339,144.4115185,C,Provincial Land,Lightning,Crown,Flat,Clear,25,27,N,13,HAC1H
GWF032,2021,171.4427431,94.0246915,139.4553853,133.4381396,B,Private Land,Resident,Surface,Flat,Cloudy,18,29,SW,15,Fire Department
GWF034,2010,3723.512713,916.8297179,2222.103091,1052.289074,E,Private Land,Recreation,Surface,Flat,Clear,16,34,W,5,HAC1H
GWF034,2020,86.90141952,17.09268194,60.1773593,14.62323957,B,Provincial Land,Lightning,Surface,Flat,Clear,16,43,SW,15,HAC
GWF034,2023,97.73790876,33.00703832,81.45380822,30.00017786,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,20,33,NW,4,HAC
GWF034,2025,225.1337109,63.88227127,136.4560245,118.6231164,C,Provincial Land,Under Investigation,Surface,Flat,Clear,8,80,SW,6,HAC
GWF035,2009,459.0879393,219.8025824,275.9487473,261.0748213,C,Private Land,Resident,Surface,Flat,Cloudy,20,28,NW,10,Air Tanker
GWF035,2023,3880.861664,1530.51357,1923.358444,679.0079264,E,Provincial Land,Under Investigation,Surface,Flat,Cloudy,23,35,SE,25,HAC
GWF036,2009,268.6293436,100.7744157,178.6537747,160.9654049,C,Private Land,Resident,Surface,Flat,Clear,20,40,NW,5,HAC1H
GWF036,2010,120.1052018,61.1286082,86.87655702,56.01352837,B,Private Land,Resident,Ground,Flat,Clear,16,35,W,20,HAC1H
GWF037,2025,141.2393322,88.33248776,96.70845859,94.2099938,B,Provincial Park,Lightning,Surface,Upper 1/3,Clear,18,30,W,30,HAC
GWF039,2017,131.9799548,32.53546771,94.9434666,35.18541043,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Clear,17,19,W,21,HAC
GWF039,2024,260.8501599,54.49312763,233.0941422,54.71479064,C,Provincial Land,Agriculture Industry,Surface,Flat,Cloudy,33,20,W,15,Fire Department
GWF040,2011,176.1348269,93.81469492,142.4938264,108.8097529,B,Provincial Land,Lightning,Surface,Flat,Cloudy,15,37,W,15,HAC1H
GWF040,2018,558.8092298,,191.8812285,71.29692353,C,Provincial Land,Power Line Industry,Surface,Flat,Clear,14,28,NW,10,Industry
GWF040,2021,72.40550091,55.35246482,57.16589497,49.67357707,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Cloudy,16,35,W,16,Fire Department
GWF040,2023,121.9581813,50.93287655,71.31920347,30.6566005,B,Provincial Land,Lightning,Ground,Flat,Clear,30,24,W,5,HAC
GWF040,2025,1622.722632,260.3630937,1446.569492,248.8569674,E,Provincial Land,Under Investigation,Surface,Upper 1/3,Clear,21,21,NW,22,HAC
GWF041,2023,606.1041258,108.9362437,464.4161774,45.78713967,C,Provincial Land,Lightning,Surface,Flat,Cloudy,21,35,N,10,Air Tanker
GWF043,2010,438.6810177,137.1801917,346.2310885,166.4410848,C,Private Land,Resident,Surface,Flat,Cloudy,18,25,W,10,Fire Department
GWF043,2016,97.72337625,76.44216292,77.53951858,60.46276565,B,Private Land,Agriculture Industry,Surface,Flat,Clear,23.8,31,W,23,FPD Staff
GWF043,2021,164.2931063,47.92382203,103.8310966,58.55001534,B,Private Land,Agriculture Industry,Surface,Bottom,Cloudy,20,40,W,5,Public
GWF044,2009,200.6693419,64.38403742,59.05778055,66.84059825,B,Provincial Land,Power Line Industry,Surface,Bottom,Clear,16,41,NW,25,HAC1H
GWF044,2014,22375.16727,6313.357825,14299.1318,7375.543873,E,Provincial Land,Lightning,Crown,Flat,Cloudy,26,33,SW,13,Other Agency
GWF044,2016,211.9574303,25.75708757,186.3974604,40.23510754,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Cloudy,23.1,26,N,10,HAC
GWF044,2020,461.5422502,118.4734472,401.8428718,63.75356564,C,Private Land,Agriculture Industry,Surface,Flat,Clear,19,36,SW,10,Fire Department
GWF045,2017,259.012973,54.17765836,149.9406251,10.72088881,B,Private Land,Agriculture Industry,Surface,Flat,Clear,21,41,E,7,Fire Department
GWF046,2013,318.7599303,234.8659872,204.1280213,212.9649394,C,Provincial Land,Undetermined,Surface,Flat,Cloudy,-2,100,CLM,0,FPD Staff
GWF049,2010,147.5790709,43.96402731,119.6836227,36.33449616,B,Provincial Land,Lightning,Surface,Flat,Cloudy,18,50,E,10,Air Tanker
GWF049,2023,719.7086969,267.5787243,630.7372708,200.9930939,D,Provincial Land,Lightning,Surface,Flat,CB Wet,20,69,E,7,Fire Department
GWF051,2014,116.1303779,44.48875581,90.44677969,47.53991815,B,Private Land,Agriculture Industry,Surface,Flat,Clear,30,42,SE,3,Land Owner
GWF051,2016,56.25294857,25.83317617,46.43953294,37.37152139,B,Provincial Land,Lightning,Surface,Flat,Clear,21,33,NW,4,HAC
GWF052,2009,148.6431343,51.78483513,127.7205691,62.6965111,B,Provincial Land,Lightning,Crown,Flat,Clear,15,30,N,5,HAC1H
GWF053,2009,95.58259239,38.9590003,68.80546061,50.86912247,B,Provincial Land,Incendiary,Ground,Flat,Clear,15,41,E,5,HAC1H
