FireShape_FireNumber,FireShape_Year,FireShape_Spread1,FireShape_Spread2,FireShape_Spread3,FireShape_Spread4,SIZE_CLASS,FIRE_ORIGIN,GENERAL_CAUSE,FIRE_TYPE,FIRE_POSITION_ON_SLOPE,WEATHER_CONDITIONS_OVER_FIRE,TEMPERATURE,RELATIVE_HUMIDITY,WIND_DIRECTION,WIND_SPEED,INITIAL_ACTION_BY
LWF157,2024,2314.6135,809.7715797,1412.85229,325.7501243,E,Provincial Land,Lightning,Crown,Flat,Cloudy,30,35,SW,15,HAC
LWF158,2009,84.36140233,45.08122448,74.78012176,54.90595625,B,Provincial Land,Lightning,Surface,Flat,Clear,17,50,E,15,Air Tanker
LWF158,2015,56.5418088,20.57564754,39.98729286,28.77679748,B,Provincial Land,Lightning,Surface,Flat,Clear,21,58,CLM,0,RAP
LWF158,2025,66.89504782,39.17947636,53.73139482,36.4933922,A,Private Land,Agriculture Industry,Surface,Flat,Cloudy,25,27,W,3,Fire Department
LWF159,2024,7897.072309,4478.539486,6513.838048,6767.465963,E,Provincial Land,Lightning,Surface,Flat,CB Wet,24,40,SW,15,HAC
LWF161,2024,95.18970776,10.36547117,89.02253373,42.75478305,B,DND,Lightning,Surface,Flat,CB Dry,30,25,SE,10,Air Tanker
LWF161,2025,57.19203606,21.71806023,40.83206337,15.35436855,B,Provincial Land,Lightning,Crown,Flat,Cloudy,23.9,74,SW,2,HAC
LWF162,2015,129.0167672,63.67930589,83.6955218,75.38071729,B,Provincial Land,Lightning,Surface,Flat,Clear,27,40,S,5,RAP
LWF162,2022,659.7374357,32.97863203,557.6840556,197.6556899,C,Provincial Park,Lightning,Crown,Bottom,Clear,32.7,28,SW,10,HAC
LWF162,2023,205.7890137,117.9192041,194.6578453,112.0000187,C,DND,Lightning,Surface,Flat,Clear,27,40,W,15,HAC
LWF163,2015,142.2194166,66.75968819,116.5552008,67.13802661,B,Provincial Land,Lightning,Crown,Flat,Clear,22,36,NW,10,HAC
LWF163,2023,1485.484261,612.7289338,841.6913754,852.2344106,D,Provincial Land,Lightning,Crown,Flat,Cloudy,29,37,SW,13,Air Tanker
LWF164,2009,179.7037181,41.24930628,148.2607936,40.2020667,B,Provincial Land,Lightning,Surface,Lower 1/3,Cloudy,28,35,S,5,HAC1H
LWF164,2023,90.92356402,63.52444609,55.40076066,58.3447069,B,Provincial Land,Lightning,Ground,Flat,Cloudy,16,40,E,7,UNIT
LWF164,2024,3431.386633,2041.054655,2344.079834,2260.441633,E,Provincial Land,Lightning,Surface,Flat,Clear,30,32,W,15,Air Tanker
LWF165,2009,423.7117947,183.7208156,387.8371824,178.4328992,C,Provincial Land,Lightning,Crown,Flat,Clear,26,35,NW,12,Air Tanker
LWF165,2021,115.2220357,32.72846721,82.70337718,54.09114424,B,Provincial Land,Recreation,Surface,Flat,Clear,27,28,W,5,HAC
LWF165,2024,5289.886761,1823.03577,2337.637092,,E,Provincial Land,Lightning,Crown,Flat,CB Dry,30,25,SE,10,FPD Staff
LWF165,2025,40.64397631,14.19639797,37.86459048,17.84100667,B,Provincial Land,Lightning,Surface,Lower 1/3,CB Dry,24,38,W,14,HAC
LWF166,2025,111.0259989,23.18337703,72.86718779,33.67016657,B,DND,Lightning,Surface,Flat,Clear,21,37,W,23,Air Tanker
LWF168,2015,158.93877,,99.64944491,57.99815486,B,DND,Lightning,Surface,Flat,CB Dry,25,50,SW,5,RAP
LWF168,2018,626.4639109,265.1990455,314.0606414,214.8346173,C,Provincial Land,Lightning,Crown,Flat,Cloudy,28,21,SW,20,HAC
LWF168,2024,178.7636202,21.83495007,116.756085,9.206538999,B,Provincial Land,Lightning,Surface,Flat,CB Dry,33,36,SW,7,FPD Staff
LWF168,2025,92.67328148,14.37978202,73.68798639,10.53653806,B,Provincial Land,Power Line Industry,Crown,Middle 1/3,Clear,17,31,SW,4,Fire Department
LWF169,2018,479.7487469,148.7547714,387.1491945,270.9605664,C,Provincial Park,Lightning,Surface,Flat,Cloudy,25,35,SE,15,HAC
LWF169,2024,1542.440119,168.0939966,1265.858688,391.138633,E,Provincial Land,Lightning,Surface,Flat,Clear,29,58,N,7,HAC
LWF169,2025,99.08335705,52.03523311,76.84652135,52.05658004,B,Provincial Land,Lightning,Surface,Flat,Cloudy,22,34,NW,10,HAC
LWF170,2008,351.7825662,112.8680688,271.5040755,140.4182255,C,Private Land,Resident,Surface,Flat,Clear,12,30,W,30,Fire Department
LWF170,2015,249.2202635,65.55668387,210.2640974,48.0972536,B,DND,Lightning,Surface,Flat,CB Wet,20,45,SW,15,HAC
LWF171,2008,199.9723122,86.54754256,154.7194661,107.1321642,C,Private Land,Resident,Surface,Flat,Clear,10,30,W,5,Other Agency
LWF171,2015,663.6469753,232.5192857,615.2707108,287.1838305,D,DND,Lightning,Crown,Flat,Cloudy,25,35,SE,8,HAC
LWF171,2021,124.4865386,65.48240034,82.53694292,47.28550588,B,Provincial Land,Incendiary,Surface,Bottom,Clear,32,31,W,2,HAC
LWF171,2024,544.170581,158.0203428,287.0790147,176.5758206,C,Provincial Land,Lightning,Surface,Flat,Cloudy,29,33,E,14,HAC
LWF172,2025,542.2192813,371.3029866,366.0327372,249.3188609,D,Private Land,Agriculture Industry,Surface,Flat,Clear,33,29,SE,11,HAC
LWF173,2021,570.0946451,13.16539075,536.1833156,24.38162673,C,Provincial Land,Incendiary,Surface,Flat,Cloudy,20,75,N,10,HAC
LWF173,2024,279.5225181,189.1547217,191.4923256,157.3142435,C,DND,Lightning,Surface,Flat,Cloudy,26.4,62,SE,2,HAC
LWF175,2024,1007.398,510.7133214,724.2084909,458.6430432,D,Provincial Park,Lightning,Surface,Flat,CB Dry,26.3,61,NE,14,FPD Staff
LWF176,2009,198.2155134,46.47591795,120.4272042,69.66641687,B,Provincial Land,Lightning,Ground,Flat,Clear,30,44,SE,7,HAC1F
LWF177,2011,123.6539827,49.85316483,96.13074859,49.64961873,B,Private Land,Resident,Surface,Flat,Clear,20,50,SW,25,Fire Department
LWF177,2015,156.6681946,39.19534071,128.6313434,33.37986792,B,Provincial Land,Lightning,Surface,Bottom,Clear,27,30,N,10,RAP
LWF177,2021,120.8203746,46.58664036,107.4407825,50.9674857,B,DND,Government,Surface,Flat,Cloudy,29.6,43,SE,5,HAC
LWF177,2025,229.1043668,111.015641,194.6166607,160.5180745,B,Provincial Land,Lightning,Surface,Flat,Clear,32,28,SW,12,Air Tanker
LWF178,2008,100.9008614,12.03053586,70.6098558,23.16842937,B,Indian Reservation,Incendiary,Surface,Flat,Clear,10,50,SW,40,Fire Department
LWF180,2008,17.13005324,1.377633678,13.56039738,3.132852777,A,Provincial Land,Power Line Industry,Surface,Flat,Clear,6,24,NW,36,Fire Department
LWF180,2025,154.6351145,78.45508707,103.7588519,74.33662043,B,Private Land,Agriculture Industry,Surface,Flat,Clear,32,31,S,7,Fire Department
LWF181,2008,152.4929742,22.09057465,98.53277185,27.13269072,B,Provincial Land,Incendiary,Surface,Flat,Cloudy,12,19,NW,3,HAC1F
LWF181,2015,280.7063491,111.927408,197.0165257,148.5758471,C,DND,Lightning,Surface,Middle 1/3,Clear,25,23,SW,10,Air Tanker
LWF183,2015,121.9807958,79.41717587,83.97262184,100.9796723,B,Provincial Land,Lightning,Surface,Flat,Clear,30,25,NE,15,RAP
LWF183,2025,1058.102199,339.9402677,967.079482,377.3152182,D,Provincial Land,Lightning,Crown,Flat,CB Dry,32.5,36,N,10,FPD Staff
LWF184,2025,23.00002581,8.318421022,19.4481549,6.924648957,A,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,25.5,56,SW,1,Fire Department
LWF185,2025,834.0524467,293.5590247,679.144366,396.7877387,D,Provincial Land,Lightning,Ground,Flat,Cloudy,27,37,SE,7,Air Tanker
LWF189,2015,753.1654995,426.828262,500.9140515,481.7357387,D,Provincial Land,Lightning,Surface,Flat,Clear,18,96,W,5,RAP
LWF192,2024,128.8805407,67.88965147,79.91165666,90.44388298,B,Provincial Land,Under Investigation,Crown,Flat,Cloudy,24,36,N,5,HAC
LWF193,2015,89.90589403,27.02801562,61.66233957,33.14754443,B,Provincial Land,Undetermined,Surface,Middle 1/3,Clear,25,30,SE,5,RAP
LWF198,2015,1089.78976,298.0224913,1044.898796,308.0409974,D,DND,Lightning,Crown,Flat,Clear,18,35,SW,10,Air Tanker
LWF202,2011,424.1937498,215.4590659,341.232751,239.6194419,C,Private Land,Resident,Surface,Flat,Rainshowers,5,84,NW,10,Land Owner
LWF202,2015,784.7490291,239.4920338,509.3975229,311.5270718,D,Provincial Land,Lightning,Crown,Flat,Rainshowers,21,60,W,15,HAC
LWF204,2021,506.5594198,224.8225968,154.0646573,340.9775467,C,Provincial Land,Undetermined,Surface,Flat,Cloudy,5,48,SW,5,FTAC
LWF205,2021,160.5643451,54.66550954,79.70466807,74.25204191,B,Provincial Land,Recreation,Surface,Flat,Cloudy,10,65,SW,10,FPD Staff
LWF208,2025,52.69645494,31.03562374,45.2312045,29.19436059,B,Provincial Land,Lightning,Surface,Flat,Clear,22.3,36,SE,1,Air Tanker
LWF210,2025,60.01939201,23.09086503,54.10386483,11.8607452,B,Provincial Land,Lightning,Ground,Flat,Clear,17.6,56,S,1,FPD Staff
LWF211,2025,,3.336588746,5.350728907,8.072025732,A,Provincial Land,Lightning,Ground,Flat,Cloudy,15,74,SW,2,Air Tanker
LWF212,2025,268.0800811,96.61695978,149.4997639,105.3448825,C,Private Land,Agriculture Industry,Surface,Flat,Clear,21.7,60,S,1,Fire Department
LWF214,2015,115.5795172,53.86824049,81.34816266,77.44825941,B,Private Land,Agriculture Industry,Surface,Flat,Clear,24,34,W,5,Fire Department
LWF215,2011,180.0364051,112.6838219,85.31027578,86.06859323,B,Indian Reservation,Resident,Surface,Flat,Clear,8,48,N,12,FPD Staff
LWF220,2015,,80.56551479,178.7845301,84.01234915,C,Provincial Land,Lightning,Surface,Flat,CB Dry,18,40,W,10,RAP
LWF224,2025,133.3697044,9.539121822,77.53064454,15.00899459,B,Provincial Land,Resident,Ground,Lower 1/3,Clear,18,70,S,12,HAC
LWF226,2015,293.8754299,189.6915858,194.6261767,152.5957599,C,Indian Reservation,Resident,Surface,Flat,Cloudy,10,30,W,35,HAC
LWF231,2025,9.95515217,4.010659928,7.9386284,,A,Indian Reservation,Undetermined,Ground,Flat,Cloudy,18,40,SE,10,FPD Staff
LWF234,2025,6.972267858,10.36880471,9.665838073,10.03488669,A,Provincial Land,Lightning,Surface,Middle 1/3,Clear,19,37,SE,22,FTAC
LWF241,2025,188.5252931,58.43551851,153.6133063,41.7465975,B,Private Land,Undetermined,Surface,Flat,Clear,8,57,E,14,Fire Department
MWF002,2010,186.964176,60.30217205,140.9778358,79.42798546,B,Provincial Land,Lightning,Surface,Flat,Cloudy,13,45,W,10,Air Tanker
MWF003,2006,127.5927709,74.68009037,109.2539345,86.66314033,B,Private Land,Oil & Gas Industry,Surface,Lower 1/3,Clear,18,15,SE,20,FPD Staff
MWF003,2007,1436.58139,561.5218192,1189.982568,403.2960277,D,Provincial Land,Other Industry,Surface,Flat,Cloudy,15,10,CLM,0,HAC1H
MWF003,2008,740.0910781,242.6721007,429.6648173,101.0908402,C,Provincial Land,Lightning,Surface,Flat,Cloudy,20,30,W,30,FPD Staff
MWF003,2015,145.6546833,11.5049513,122.6513209,9.441889075,B,Provincial Land,Recreation,Surface,Flat,Clear,23,50,N,3,FPD Staff
MWF003,2020,190.5086106,68.87897175,102.2339622,34.78170513,B,Provincial Land,Recreation,Surface,Flat,Clear,19.3,24,NE,3,HAC
MWF004,2014,181.7018787,86.72164224,155.6797321,75.30643839,B,Provincial Land,Lightning,Crown,Flat,CB Dry,20,40,NW,5,Air Tanker
MWF004,2023,380.4153724,10.1769881,286.0268879,27.26380396,B,Provincial Land,Recreation,Ground,Flat,Cloudy,7,55,W,7,UNIT
MWF005,2009,321.9170994,141.4237273,212.4380192,146.301706,C,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,12,30,N,12,HAC1H
MWF005,2025,55.00571994,34.06166484,48.5314007,31.9673998,B,Provincial Land,Incendiary,Surface,Flat,Cloudy,19,22,SW,10,HAC
MWF006,2017,518.247187,142.4263465,419.8552822,174.8805192,C,Provincial Land,Lightning,Surface,Flat,Clear,23,32,E,15,HAC
MWF006,2021,137.3797071,70.03230909,98.51161306,61.7637376,B,Provincial Land,Recreation,Surface,Flat,Clear,16,23,SE,21,HAC
MWF007,2007,110.4817746,89.64598539,71.63855552,66.33872027,B,Provincial Land,Recreation,Surface,Flat,Cloudy,19,40,E,15,WFC2
MWF007,2009,71.59478187,54.76638308,66.41006789,53.47524073,B,Provincial Land,Lightning,Surface,Upper 1/3,CB Dry,20,31,NW,15,HAC1H
MWF007,2014,94.43282555,35.86272095,89.4274753,40.64697474,B,Provincial Land,Lightning,Surface,Flat,Cloudy,18.4,47,E,7,Air Tanker
MWF007,2018,116.2042271,42.65711649,91.88802242,48.90127697,B,Provincial Land,Oil & Gas Industry,Ground,Middle 1/3,Clear,16,37,W,5,FPD Staff
MWF008,2007,2467.450548,1002.411644,1507.249178,1123.89806,E,Provincial Land,Lightning,Surface,Flat,Cloudy,15,35,SE,10,HAC1H
MWF008,2009,2089.158236,777.8816563,1129.45581,591.6876596,E,Provincial Land,Lightning,Surface,Upper 1/3,CB Dry,20,30,NW,15,HAC1H
MWF008,2011,1074.867128,543.128401,871.5142028,438.9569837,D,Provincial Land,Undetermined,Crown,Upper 1/3,Clear,22,20,W,35,HAC1H
MWF008,2021,172.6235803,57.13411118,142.4033426,58.99085115,B,Provincial Land,Recreation,Surface,Bottom,Clear,21,24,SE,12,Public
MWF009,2009,336.4420194,99.9919782,299.24247,74.30459635,C,Provincial Land,Lightning,Crown,Flat,Cloudy,27,25,NW,5,Air Tanker
MWF009,2023,411.1162731,219.8998643,300.4139493,228.0016113,C,Provincial Land,Undetermined,Crown,Flat,Clear,20,25,NW,15,HAC
MWF010,2010,77.65587397,45.61358009,74.03409057,38.71162072,B,Provincial Land,Lightning,Surface,Upper 1/3,CB Dry,24,25,NE,15,HAC1H
MWF010,2019,212.8266613,38.88497735,122.8321538,68.7440018,B,Provincial Land,Recreation,Surface,Flat,Clear,12,35,NW,5,HAC
MWF010,2023,638.9778663,108.0689494,398.6299157,181.5517311,C,Provincial Land,Recreation,Surface,Flat,Clear,30,20,SE,15,HAC
MWF011,2009,91.73700237,42.98720294,75.0202954,36.70762777,B,Provincial Land,Lightning,Surface,Upper 1/3,Clear,29,30,S,10,HAC1H
MWF011,2010,22.99774066,17.18648288,20.37924,18.7450779,B,Provincial Land,Lightning,Surface,Flat,CB Dry,25,25,NE,10,HAC1H
MWF011,2011,690.4774748,19.73002858,579.5747349,175.9571925,C,Provincial Land,Lightning,Crown,Flat,Clear,24,25,NE,10,HAC1H
MWF011,2018,340.0124204,72.90898233,195.4954322,22.00025416,C,Provincial Land,Lightning,Surface,Flat,CB Wet,15,80,W,1,FTAC
MWF011,2022,683.5835785,169.4380553,526.7263831,174.5089102,C,Provincial Land,Lightning,Crown,Flat,Clear,24.5,45,SE,5,HAC
MWF012,2013,1449.421705,391.5754928,1126.854948,148.6642386,D,Provincial Land,Lightning,Surface,Flat,Clear,29,30,E,22,Air Tanker
MWF012,2016,267.4535201,15.56357215,144.7054842,76.26065736,B,Provincial Land,Oil & Gas Industry,Surface,Flat,Clear,21,31,W,17,HAC
MWF012,2019,378.3629423,134.9789667,247.5824631,130.6580628,C,Provincial Land,Lightning,Surface,Flat,Clear,22,17,SE,22,Industry
MWF012,2024,627.5323032,346.2566321,482.2492179,386.86759,D,Indian Reservation,Resident,Ground,Flat,CB Dry,20,30,SE,20,Fire Department
MWF013,2010,321.863093,188.3355209,295.4296182,169.7995376,C,Provincial Land,Lightning,Ground,Middle 1/3,Clear,18,25,SE,4,HAC1H
MWF013,2017,524.6482716,366.3136853,257.0712928,212.8861066,C,Provincial Land,Lightning,Crown,Flat,Clear,25,24,W,10,HAC
MWF014,2020,1153.946301,681.8832066,1207.363007,596.8382222,E,Provincial Land,Lightning,Surface,Flat,Cloudy,24,37,NE,13,FPD Staff
MWF014,2021,1895.494113,737.6097962,1438.494121,283.9109402,D,Provincial Land,Lightning,Ground,Lower 1/3,Clear,16.8,37,W,10,FPD Staff
MWF014,2025,78.05671689,53.79266118,45.96006009,52.87247551,B,Provincial Land,Lightning,Surface,Flat,Clear,15,90,SE,20,HAC
MWF015,2013,137.887467,59.1496864,109.6347019,62.42097975,B,Provincial Land,Lightning,Surface,Flat,Cloudy,20,35,E,10,HAC1R
MWF015,2022,5936.636982,3057.145547,4672.25963,3439.070689,E,Provincial Land,Lightning,Surface,Flat,Cloudy,25,23,S,10,HAC
MWF015,2025,107.4144566,43.2056513,43.59628581,19.34148247,B,Provincial Land,Lightning,Surface,Flat,Clear,30,25,N,11,HAC
MWF016,2012,103.3706884,50.29973831,87.12092272,37.14689933,B,Provincial Land,Recreation,Surface,Flat,Clear,17,36,NE,5,HAC
MWF016,2021,171.2722181,119.3970193,135.514855,145.2906113,C,Provincial Land,Lightning,Crown,Flat,Cloudy,25,28,SE,2,Air Tanker
MWF017,2010,111.4330361,54.02961957,97.48658812,57.05990669,B,Provincial Land,Lightning,Surface,Bottom,Cloudy,28,30,SW,5,HAC1H
MWF017,2011,118.0350403,45.54399693,100.3220046,40.5829542,B,Provincial Land,Recreation,Surface,Lower 1/3,Cloudy,22,25,N,10,HAC1H
MWF017,2017,280.6866731,158.8232149,268.4569017,128.613966,C,Provincial Land,Lightning,Crown,Flat,Clear,25,40,SE,8,HAC
MWF017,2021,390.832934,144.7570754,315.293111,68.11931002,C,Provincial Land,Lightning,Surface,Flat,CB Dry,23,32,W,20,Air Tanker
MWF017,2025,58.03151079,20.09360073,44.85475951,11.19273806,B,Provincial Land,Lightning,Surface,Flat,Clear,27,41,SW,10,HAC
MWF018,2010,661.1686965,292.5652626,630.7898778,393.8452009,D,Provincial Land,Lightning,Surface,Flat,Clear,26,30,NW,15,HAC1H
MWF018,2011,558.1022043,182.2081646,452.3832512,171.1829685,C,Provincial Land,Undetermined,Crown,Flat,Clear,20,24,SE,10,HAC1H
MWF018,2013,155.4544713,21.56190948,128.2111437,22.22477905,B,Provincial Land,Lightning,Crown,Flat,Clear,22,34,NE,5,HAC1H
MWF018,2017,883.8331372,544.0212874,662.0324999,287.0101329,D,Provincial Land,Lightning,Crown,Flat,CB Wet,18,100,W,5,Air Tanker
MWF018,2018,96.30015315,45.1875767,81.14477946,57.64890199,B,Provincial Land,Lightning,Surface,Flat,Clear,27,19,SW,10,HAC
MWF018,2020,298.770028,168.7823201,227.3430344,163.3164892,C,Provincial Land,Lightning,Surface,Flat,Clear,25,41,N,2,HAC
MWF018,2021,224.4769956,2.350662587,156.7516083,15.2705117,B,Provincial Land,Lightning,Surface,Flat,CB Wet,22,30,SW,20,HAC
MWF018,2022,5540.815664,2702.25166,4150.137159,2343.451882,E,Provincial Land,Lightning,Crown,Flat,Cloudy,27,20,N,20,HAC
MWF019,2013,155.405049,55.3995092,113.5663781,21.42626195,B,Provincial Land,Lightning,Crown,Bottom,CB Dry,23,35,E,15,Air Tanker
MWF019,2018,135.2137391,73.66410155,123.3958402,73.29438857,B,Provincial Land,Lightning,Surface,Flat,Clear,26,30,S,10,HAC
MWF019,2019,111.1343129,27.54874993,93.70462088,22.83416667,B,Provincial Land,Power Line Industry,Surface,Flat,Clear,22.4,39,N,6,HAC
MWF019,2022,41.75784328,29.3641729,38.87825195,26.61835898,B,Provincial Land,Lightning,Surface,Flat,Rainshowers,18.3,65,SE,8,HAC
MWF020,2013,188.2802532,82.92926202,127.8181886,49.30558605,B,Provincial Land,Lightning,Surface,Flat,Cloudy,21,52,E,7,HAC1H
MWF020,2017,134.287039,43.35271791,116.9852049,58.03316998,C,Provincial Land,Lightning,Ground,Flat,CB Wet,14,80,W,15,FTAC
MWF021,2008,2329.22535,824.4461489,1796.825554,653.6254834,E,Provincial Land,Lightning,Crown,Flat,Clear,24,20,NE,15,HAC1R
MWF021,2023,13509.14585,3732.006514,9967.577236,4420.020716,E,Provincial Land,Lightning,Crown,Flat,Clear,22,26,S,16,
MWF021,2024,65.72161967,28.03434627,42.23926654,20.79066809,B,Provincial Land,Recreation,Surface,Flat,Cloudy,23,20,W,30,Fire Department
MWF021,2025,166.1548925,19.15543114,114.4415683,44.19671541,B,Provincial Land,Lightning,Surface,Upper 1/3,Cloudy,32,24,SW,12,HAC
MWF022,2008,102.7034241,25.02082477,73.36777692,26.76958476,B,Provincial Land,Lightning,Surface,Flat,Clear,26,28,SE,7,HAC1H
MWF022,2009,234.3468152,66.95695307,123.6988225,96.85785156,C,Provincial Land,Lightning,Crown,Flat,CB Dry,26,30,SW,18,HAC1H
MWF022,2013,369.8494721,224.5291364,112.1001011,201.5744891,C,Provincial Land,Lightning,Surface,Flat,Cloudy,22,30,N,15,Air Tanker
MWF022,2015,101.1646634,62.16156502,69.26047777,51.3353979,B,Provincial Land,Lightning,Surface,Flat,Cloudy,23,61,E,2,UNIT
MWF022,2021,317.4781351,55.8086782,171.5883588,17.70718376,B,Provincial Land,Power Line Industry,Surface,Flat,Cloudy,13,58,NW,10,HAC
MWF022,2022,18117.69616,10992.9211,12708.35017,10829.85383,E,Provincial Land,Lightning,Crown,Flat,CB Dry,25,23,W,20,HAC
MWF022,2023,4518.71414,2288.881146,3482.910282,1086.201382,E,Provincial Land,Lightning,Crown,Flat,Clear,22,59,SE,11,HAC
MWF023,2008,326.4732074,146.0982411,270.771314,120.2365304,C,Provincial Land,Lightning,Crown,Flat,Clear,20,28,CLM,0,Air Tanker
MWF023,2010,391.8335582,60.36742308,367.4372209,79.62299319,C,Provincial Land,Lightning,Crown,Flat,Clear,22,44,E,11,Other Agency
MWF023,2015,414.5995253,147.0215479,387.3681701,220.6333199,C,Provincial Land,Lightning,Ground,Flat,CB Dry,28,40,W,15,HAC
MWF023,2024,129.4642413,68.9472121,81.23379644,59.14499241,B,Provincial Land,Recreation,Surface,Flat,Cloudy,11,56,NE,10,HAC
MWF024,2013,192.4624041,68.26963493,137.4027756,73.80905678,B,Provincial Land,Lightning,Surface,Flat,Cloudy,21,52,E,7,Air Tanker
MWF024,2014,71.92400736,61.91686711,52.92773808,68.85436326,B,Provincial Land,Lightning,Surface,Lower 1/3,Clear,26,38,W,5,Air Tanker
MWF024,2021,121.7375153,72.86080092,97.39571126,68.78181359,B,Provincial Land,Lightning,Surface,Flat,Clear,30,25,SW,5,HAC
MWF024,2022,577.057235,144.399577,553.5614413,163.3749652,A,Provincial Land,Lightning,Surface,Flat,CB Dry,25,23,W,15,HAC
MWF024,2023,13533.61694,9771.438102,10208.3865,9523.515743,E,Provincial Land,Lightning,Surface,Lower 1/3,Clear,31,34,SW,15,HAC
MWF024,2024,77.33269975,32.46239557,53.45707149,40.26689952,B,Provincial Land,Incendiary,Surface,Lower 1/3,Cloudy,17,47,E,4,HAC
MWF025,2007,129.8929321,40.57532003,95.58511214,19.74605008,B,Provincial Land,Lightning,Surface,Flat,Cloudy,24,63,SE,10,Air Tanker
MWF025,2015,2177.19884,386.7241097,1620.249317,872.8645558,E,Provincial Land,Lightning,Crown,Flat,CB Dry,23,30,NW,20,HAC
MWF025,2021,5568.210455,799.9514284,4189.872779,909.5760189,E,Provincial Land,Lightning,Surface,Flat,Clear,30,25,SW,5,HAC
MWF025,2022,4252.64324,1281.892424,3200.051578,1759.160477,E,Provincial Land,Lightning,Surface,Flat,Cloudy,12,82,SE,11,HAC
MWF025,2023,41576.73984,7295.51452,33494.98406,9276.025185,E,Provincial Land,Lightning,Surface,Flat,Clear,25,29,W,13,HAC
MWF026,2008,245.166761,72.82718238,197.7334902,105.0471142,C,Provincial Land,Lightning,Surface,Flat,CB Dry,27,34,SW,15,HAC1R
MWF026,2014,130.5280891,49.44307046,112.8155495,53.30662936,B,Provincial Land,Lightning,Surface,Flat,CB Dry,24,40,SE,25,HAC1H
MWF026,2015,406.3636928,230.9166803,202.0691604,123.8644254,C,Provincial Land,Lightning,Crown,Flat,Clear,27.5,26,NW,12,HAC
MWF026,2023,4709.973394,1951.279239,3242.936738,1900.872602,E,Provincial Park,Lightning,Surface,Flat,Clear,31,34,SW,24,HAC
MWF027,2006,261.6544989,61.83255845,252.6721711,88.93296114,C,Provincial Land,Lightning,Crown,Flat,Clear,31,65,NW,5,HAC1H
MWF027,2025,199.2254369,74.22032851,173.7210352,85.24899531,C,Provincial Land,Lightning,Surface,Middle 1/3,Clear,25,25,SW,20,Air Tanker
MWF028,2009,1252.623248,433.7973186,858.964752,339.5916636,D,Provincial Land,Lightning,Surface,Flat,CB Dry,20,30,S,10,HAC1H
MWF028,2022,2319.954557,1151.99484,1311.840623,128.8539856,D,Provincial Park,Lightning,Crown,Lower 1/3,Clear,22,50,CLM,0,Air Tanker
MWF028,2023,173.0009212,66.1869336,164.2139235,92.03103063,C,Provincial Land,Lightning,Crown,Upper 1/3,Clear,24,30,NE,4,HAC
MWF028,2025,2279.890415,711.2384591,1597.943871,738.180926,E,Provincial Land,Lightning,Surface,Flat,Clear,22,29,W,34,HAC
MWF030,2010,1978.768927,694.9054886,1814.76885,214.4836081,E,Provincial Land,Lightning,Surface,Flat,Cloudy,20,45,SE,20,FPD Staff
MWF030,2015,676.1812636,326.1928801,578.33176,365.8328777,D,Provincial Land,Incendiary,Crown,Upper 1/3,Clear,22,20,SE,10,Fire Department
MWF030,2021,335.0888793,132.5805386,301.3585047,136.5548716,C,Provincial Land,Lightning,Crown,Flat,Clear,24,31,E,11,HAC
MWF030,2023,270.5977026,73.13362386,231.3122687,110.2249143,C,Provincial Land,Lightning,Ground,Flat,Cloudy,22,30,S,10,HAC
MWF030,2024,15.77948511,8.197136039,10.39854613,6.401753944,A,Provincial Land,Forest Industry,Ground,Flat,CB Dry,31,33,SW,3,Industry
MWF030,2025,211.293585,90.16625468,153.6390068,127.0945536,C,Provincial Land,Lightning,Surface,Flat,Cloudy,20,55,SW,11,FTAC
MWF031,2009,112.6859842,55.00702944,81.46972099,37.57636162,B,Provincial Land,Lightning,Surface,Flat,Clear,22,30,SE,10,HAC1H
MWF031,2022,21221.37594,6246.200042,15199.50459,10370.81626,E,Provincial Land,Lightning,Surface,Flat,Clear,27,30,SW,22,HAC
MWF031,2023,156.8991635,69.68010124,86.63604366,92.0855915,B,Provincial Land,Lightning,Ground,Flat,Clear,20,30,SE,20,HAC
MWF031,2024,53.10971113,9.437057448,32.15922084,21.84421755,B,Provincial Land,Lightning,Crown,Flat,CB Dry,26,52,CLM,0,HAC
MWF031,2025,379.7655647,133.0478077,305.709283,145.5535975,C,Provincial Land,Lightning,Crown,Flat,Clear,20,40,N,25,HAC
MWF032,2011,750.3634917,262.4767819,384.2972506,203.7076567,C,Provincial Land,Lightning,Ground,Flat,Cloudy,17,40,N,15,Air Tanker
MWF032,2016,594.78717,190.006444,454.3143094,191.9786327,C,Provincial Land,Lightning,Crown,Flat,Clear,33,41,SW,14,HAC
MWF032,2022,10235.66618,92.6001212,6148.946716,5106.23084,E,Provincial Land,Lightning,Surface,Flat,Clear,25.1,61,W,9,Air Tanker
MWF032,2025,2018.041742,755.1148203,1368.111297,1236.985867,E,Provincial Land,Lightning,Surface,Flat,Clear,18,67,NE,18,HAC
MWF033,2022,4216.8484,2381.567183,2018.397626,2356.099998,E,Provincial Land,Lightning,Surface,Flat,Clear,18.9,29,NW,12,HAC
MWF034,2009,127.7220944,80.74201393,116.8787564,93.58376149,B,Provincial Land,Lightning,Surface,Flat,Clear,29,34,NW,4,HAC1H
MWF034,2010,1054.748536,585.7941186,648.4613375,478.7538011,D,Provincial Land,Lightning,Surface,Flat,Cloudy,20,65,E,8,Air Tanker
